10000 3
-4448 4615 5141 
1582 -9495 2543 
-2271 -907 -6030 
-9988 -7393 -1302 
8769 -1990 -7799 
-3072 -5726 3944 
304 7443 7321 
-6290 -7295 1195 
-8590 -9904 -3452 
9644 1549 -2282 
-6129 4836 6811 
-2848 -629 -2587 
4761 -4484 -5673 
7596 -8880 2756 
2515 -9784 -6471 
6956 5044 4577 
7347 4665 -8617 
-3570 -341 -2226 
2155 5394 7755 
753 1933 -1421 
-9485 8582 3517 
-579 177 -8362 
-9277 -9553 2248 
-8618 -4134 3391 
-2581 8339 -1157 
140 3163 -563 
-1303 -2934 -4856 
-2245 3515 -3852 
-7664 -9812 -1341 
-7832 -5685 2338 
-7664 -382 3398 
-8255 -4146 -8584 
-7113 2904 -853 
7523 4596 -5348 
5696 -6908 9602 
-5758 -3169 -9312 
-8379 5939 -5046 
-612 -9864 -2973 
8763 -8862 5149 
-7069 -5790 170 
6062 -3697 -1977 
4933 -5452 -7659 
6171 -5713 4881 
1983 -2190 4327 
-9399 9117 7072 
2698 5729 -1756 
-7154 9169 8093 
4163 1241 9344 
6008 -3307 3226 
3746 6027 -657 
-7475 -2661 4414 
8133 6391 9931 
-328 -5200 -1327 
-8815 -9155 6411 
-6245 1884 -5178 
-1277 8624 -2976 
-8088 7081 1658 
-6733 -6529 -7634 
-6903 -8852 -8517 
8018 5496 7523 
-6763 9455 7665 
-6738 -1374 -4284 
-6032 -5726 9321 
-609 1214 5101 
1845 -990 1590 
-4054 6087 7857 
-5094 -1461 8893 
-9482 -7240 2201 
-6088 -6647 4614 
9955 3513 -4802 
-9885 -5990 7217 
-2347 1430 -3679 
-1012 64 -1917 
-5367 3990 3739 
-7273 3338 -3161 
4161 1267 6340 
-1120 -2779 -6858 
8204 3654 6258 
8298 5790 -2906 
-6714 -888 -4031 
1032 8878 -3350 
1860 -9892 6027 
6988 9127 -4254 
4710 8637 -9720 
-7188 -2777 -3959 
180 5597 4460 
4408 1290 -3392 
-7040 8487 -4670 
-2618 -7727 5624 
7090 3337 -5929 
-4994 2101 -2877 
572 9949 -2924 
6664 1900 6456 
-258 9945 -2869 
4749 -8042 1844 
-7001 849 -7062 
-7291 -5092 7702 
-2674 677 -1696 
5253 -7527 6699 
8158 241 -70 
9228 -5392 -6429 
-7517 9038 -4205 
-9738 -6281 867 
-1000 -6979 -8013 
1643 5069 6725 
7875 5279 4631 
5265 -358 -3484 
5448 -9213 -3969 
6194 -2993 2194 
2700 -9217 -3752 
-1396 -9336 1997 
-2779 8422 5015 
-9584 1522 -5283 
6727 1482 6270 
-9598 -6204 -5818 
8498 5697 749 
7616 4732 -5216 
-2669 -7875 1972 
305 6604 1054 
7943 -5330 -9410 
-4164 9114 4887 
-7336 5029 3518 
1512 5936 -4933 
8309 9828 -5617 
7244 -1786 -8588 
-216 3717 -1680 
4506 7370 5530 
-6885 -3826 9820 
-6898 6894 -5195 
-7793 4553 -8708 
8617 -3504 8416 
2322 7292 -2477 
1381 -4380 2956 
3231 -1726 8636 
3605 -9488 -1792 
1836 2759 -6542 
-9610 2485 1198 
8909 2471 3464 
-6224 622 7494 
-5648 8844 -2416 
679 8552 4944 
117 -4317 333 
8487 -9829 -7573 
1164 1446 -1859 
9552 -5248 6792 
3477 -1573 -8631 
-7319 -2988 -7989 
-2588 3778 6179 
4180 7097 -3160 
9064 -2093 1950 
4228 3307 9626 
-788 -3494 -4056 
-3156 -1031 -5065 
-5321 -889 -722 
-8735 1610 -7772 
1835 -6704 5661 
-3081 3461 9819 
-3753 -7709 3224 
-8975 2395 8287 
1084 -1791 -8730 
-1578 -5984 6569 
2058 -5190 -5975 
-7659 -9822 -7086 
2897 5257 -7412 
-2336 -3472 -6089 
-6801 -3771 1391 
-6216 9949 3401 
-6569 -1454 -4095 
-337 9200 692 
-5267 -1166 9062 
9574 -5618 5668 
4450 -1280 -8077 
-4409 -4018 2914 
6797 -935 -1082 
2881 7919 -1835 
-2146 6668 6770 
4823 4621 -4039 
6915 8761 -179 
5760 3554 638 
9285 -2328 9042 
3545 -7042 -129 
-7057 -1022 -6547 
5863 6780 -743 
8167 -6997 -4480 
-3853 8142 -9355 
7774 -3509 -5035 
-8740 -3293 8675 
-2884 -3786 -7371 
-5411 -4286 5890 
-2959 -9184 -7078 
-1855 -8969 8840 
-7686 -1191 4676 
-5371 -4163 9279 
4591 9560 7411 
2051 -3681 -4578 
5049 -9244 -1629 
6474 4583 4478 
-2553 1949 -2314 
-6283 3456 1377 
2353 9469 -6371 
8391 68 8768 
-3175 5012 -6813 
5856 -7931 -9629 
9880 4078 1227 
3317 -5477 -3832 
-8370 -3794 -1919 
1318 1531 8752 
-8493 -6670 -508 
-3192 1194 -6456 
1315 2004 7060 
-1058 -8132 5669 
29 6278 -1369 
-8511 -8373 4823 
182 4120 2646 
-2885 5103 3793 
-3366 -1839 -4980 
2661 -4564 -2116 
6907 6245 -2022 
8448 2874 -8273 
-3308 9888 -3841 
2448 -3331 -9975 
-1049 1791 8126 
-7463 -6921 9063 
1768 -2144 -1795 
5046 -9747 1463 
6677 -5000 -2570 
1194 6736 -9104 
5331 7680 2670 
7752 -4275 -7503 
3022 -2919 8368 
7317 1608 -7789 
3176 7824 3409 
-9247 3453 -7792 
-4205 8650 1109 
2210 -5993 -9267 
-9686 7747 -4130 
8533 -7860 -3537 
-2441 2506 -5010 
-9137 -4166 4275 
-1667 5314 9108 
6136 -7245 -6943 
-4317 -7276 2524 
-8422 -4698 -4245 
-975 -5799 -4003 
7079 2052 7164 
-4366 3916 -4853 
4904 4742 -8979 
183 -402 9867 
-4508 3037 -8116 
2530 -3690 8773 
8776 -7753 8627 
8317 7427 5791 
4966 882 -2738 
-1145 5922 -6334 
1246 1031 -2235 
6590 -8964 4069 
-122 -9474 -616 
490 2370 5637 
1190 -1649 2845 
-1168 -1666 -4374 
929 6118 -8380 
-7101 2672 -9160 
700 -758 -8075 
3849 7919 7227 
-7002 6775 9229 
-4112 -7759 8434 
7814 -5905 6965 
-9855 1357 -1752 
4545 5568 -9339 
3077 1338 5560 
-6153 -1514 5428 
5 -3991 -4166 
-4478 5871 2085 
7253 -5930 -7242 
6982 -8210 -8775 
-5928 -9089 241 
5159 1202 3707 
-3710 7018 -6821 
8918 5728 8993 
2786 -8373 -2915 
5703 8237 -4808 
-9274 -4873 -2637 
-9020 2634 3866 
2832 4901 -7383 
4363 5699 3331 
-3692 3716 2680 
3796 -3371 700 
1270 2767 -5597 
7346 -8422 4103 
8247 -4413 468 
1188 -5369 -4063 
-2889 -1760 -5304 
-5986 7426 5125 
9566 -6035 4606 
4382 8272 8265 
41 6710 -1137 
1684 -4459 903 
2084 -8561 5925 
2813 -407 2245 
-3156 -5833 -7985 
-1161 7350 2044 
1422 8970 186 
1121 2595 -1526 
-6192 -7597 9767 
-4240 -7846 -8580 
-6322 1277 -7264 
792 5777 5796 
6040 5710 -7597 
-8156 -260 7085 
-4004 8499 -9978 
-9245 2196 2091 
950 -4849 5825 
8559 9664 -2184 
9586 -7495 6771 
-7331 -6410 613 
-1516 2358 -4608 
7122 -9336 -398 
6063 -5092 -8970 
-7184 6328 -9557 
7976 6369 -9042 
-6896 128 710 
9007 -1882 3477 
-5875 7212 2824 
8555 -5169 7442 
-4534 -7371 -4816 
2685 9523 -3056 
-7919 -6535 -3727 
-8968 -3547 2007 
7297 9370 9381 
339 4254 -7911 
8972 -9618 -2143 
-6415 -6018 -5389 
6078 827 9673 
-4123 6395 -22 
-8290 -8107 9887 
-1234 9323 -4267 
-444 3195 -4581 
-9032 1632 -3045 
5983 -9333 7941 
3496 -9073 1765 
6110 -7518 4272 
-3825 -5159 682 
5448 1035 -5123 
7999 -4964 -2141 
7565 -3280 -4554 
-1053 -2678 2818 
8246 4499 9243 
-3958 -1985 -7527 
2978 -2828 -1705 
-1867 -8713 -8440 
4760 3482 -6043 
-4643 1440 -2118 
3071 -8679 -2760 
5246 -1849 -7521 
-7944 -9761 -3608 
700 2135 -9802 
-1460 6053 2324 
4831 -7641 -891 
8140 -9181 -9072 
-8712 -8971 -2927 
-1307 1377 -9156 
-2035 -1987 -1808 
2153 -7666 -3063 
1687 -3736 8639 
-4890 -6588 -7860 
4586 -920 7780 
9844 4149 -6687 
5513 -1752 -8257 
-4465 5576 5974 
7014 -8460 223 
-5939 -9991 725 
-6272 8888 8075 
7667 3211 -9118 
-4849 -8741 -6394 
2389 -281 500 
161 1318 -1785 
922 -7907 -9832 
5871 -5929 -3927 
8082 -2446 -8241 
-5125 -4425 -6936 
-8416 -790 7549 
-3270 8762 707 
-1843 8132 7128 
-6650 5072 6090 
3102 9407 -3198 
-1283 7050 -3785 
4308 356 9566 
8865 2567 1723 
9059 9502 2243 
-2970 7876 -1750 
-7392 2068 -6475 
7112 -352 8445 
-6296 -4358 -9961 
4692 6472 -1479 
-9679 -5317 -4162 
4592 4433 8484 
8966 -9754 -8112 
-9111 -7194 -6079 
8120 6768 -8107 
1381 -6931 -4466 
-6961 4745 -4477 
-4866 -508 5628 
-8289 7033 4524 
5396 5020 -2220 
7653 7282 668 
1609 -6915 -3083 
-8405 2680 -607 
-6958 -2540 -9219 
8984 -6130 -3319 
-6697 5038 -2151 
-2277 -7020 -5087 
3022 -6778 9605 
4757 8193 2094 
-6089 1956 9770 
-7228 -3544 5398 
7325 9483 -5245 
4495 6978 -5774 
-9222 4432 -2485 
-9719 -471 2912 
7156 822 6326 
1971 -145 -281 
294 3369 -4294 
7974 8413 4286 
-5013 -5125 -4546 
5961 9654 -1237 
-4127 -7095 -294 
4011 -7657 -8854 
-5582 4075 -2952 
1576 -2463 -9019 
5887 -6211 7924 
-7957 -8761 -6877 
-3716 -8970 -8385 
-6187 8522 -1144 
121 823 7441 
-502 9645 -7283 
384 -9650 9089 
5471 -2286 2037 
-8636 583 -8780 
-6964 7860 4893 
4748 3087 3391 
-6557 3388 129 
9947 -3886 1059 
2898 -9586 7486 
-8604 2568 -9621 
-5027 -2341 -7938 
6473 6463 -4333 
-6653 7529 -4641 
6951 8370 -3774 
3915 -62 6509 
-8769 -8547 -1460 
-2307 9724 4872 
-4399 7390 473 
5693 124 7040 
-9993 1959 8238 
-712 5466 9186 
-6673 -4676 728 
7907 8292 -9845 
-5797 1964 -9148 
7660 -5498 -2251 
-7097 9666 4036 
-8058 -5485 4322 
9448 5225 -5445 
-3063 9769 -397 
-2052 -290 2742 
-3267 5045 9723 
9464 -6605 -697 
-2435 -7306 4921 
1518 1572 7062 
-4010 2559 -9542 
6949 -7558 -5448 
1643 -4564 3825 
315 1227 -7300 
-2346 -3669 -1202 
9795 9362 -8841 
-1694 -1528 -9871 
295 -285 -1931 
-9292 3561 3619 
4278 8469 -8421 
8745 -1859 5573 
2890 9483 1606 
3477 -950 -4288 
-6468 9644 -1872 
-38 -7789 -292 
7895 4774 2953 
-5714 -8662 -3349 
-364 -6501 -2954 
-5326 -4551 -8600 
-8615 -4401 8389 
-3033 1280 -4971 
-7042 -2706 7070 
-3176 3288 4403 
6938 5321 5208 
5544 -5961 -2001 
2065 -9587 -2211 
4894 -9941 1363 
4372 539 7643 
4071 6253 7103 
-4547 522 -2222 
-4063 -2690 679 
6230 7652 -2363 
-9576 1945 -7822 
4879 -3812 -1825 
-7951 1364 -4847 
-7024 7560 7044 
-4451 -225 -3673 
4737 8348 9894 
-1297 1156 2741 
9869 2580 -4918 
-6916 -2312 -129 
9713 7585 -5167 
-8195 2137 -4183 
-7560 4436 5268 
9574 -8133 5113 
2654 5596 -6789 
-3394 7702 7217 
6411 -130 523 
9433 -1347 7275 
-8895 4956 6196 
-3062 6162 5771 
-555 -2415 -1891 
-491 -1980 -3615 
-7739 1709 -4954 
-1850 1960 4277 
6983 6423 8118 
2663 6272 -3585 
-5273 -4694 -5825 
-6529 -9550 -5869 
6849 -7523 -8539 
-7368 -6491 -7344 
3184 -8494 1315 
-7983 3918 9310 
5941 6088 -7643 
6364 7209 2125 
-9710 -1068 -5109 
-5059 -5028 -3852 
-5003 -6 4219 
-7068 -2680 3743 
824 -9290 8244 
7054 -7030 -1609 
1786 -4293 -6977 
-6735 -461 4681 
1689 -395 1481 
8398 593 8837 
9221 4077 9226 
2876 2552 853 
8674 -9830 -7071 
4133 -6626 380 
2442 -2952 5272 
9073 7174 -4299 
-292 -3587 -3307 
-9622 -8823 -1230 
3319 -5836 -6404 
-2863 -3704 8893 
5619 -9701 5954 
-7832 1842 8026 
5643 4878 2016 
8201 -6009 -7610 
3981 9252 3755 
-6266 9817 6052 
-3172 6407 -8166 
9458 -388 3013 
5291 -1028 6401 
-4045 -6015 -8281 
-4103 -8344 1543 
3538 -6070 2298 
2045 -2926 -6870 
2713 4922 1988 
3453 -5978 9476 
3678 -6910 -2057 
-7080 -505 -9358 
-9935 -3218 15 
6545 6335 -6464 
9044 -9157 5594 
1757 -7467 -7986 
-7783 -6726 -9184 
3061 -1112 -267 
1635 712 -1262 
2998 7872 -9936 
2352 2555 -8447 
9104 6375 -7427 
-8682 2814 -8076 
8767 3797 -33 
-9505 -2434 -65 
7552 -1189 6128 
9693 -9194 -2258 
1629 7502 -9413 
7122 5597 -1885 
-9766 -3597 -5134 
-9973 -213 4572 
-5151 -5900 2274 
-8334 6639 -492 
-5698 9944 5616 
-2992 -8805 -4606 
708 -5651 -6112 
-6567 -6768 8213 
-5686 5832 -6006 
-4866 -843 -3077 
3030 -3926 -3484 
6561 9088 -6439 
-3335 -9820 8739 
5480 -7753 7223 
-6335 4683 1613 
4421 -5592 -8993 
-6307 -4362 -7076 
5551 -479 8020 
-6990 9442 -2395 
6012 -6097 -9935 
9454 -5416 -9840 
-9930 -8296 4964 
-2755 6647 5456 
-9504 894 9108 
828 989 -7011 
-5458 -7463 5961 
2585 5323 3339 
1367 -6707 7514 
1021 4760 8476 
3915 4523 4242 
-3834 4444 -7911 
4191 -7836 178 
9749 -7361 5187 
4540 3650 7609 
-6859 1756 6047 
6387 -2029 8725 
5597 3005 5880 
9923 1778 -9741 
1850 -1603 -8455 
-3844 5163 -3754 
-8562 -1405 -1363 
3871 1279 6177 
729 -7212 9219 
4659 703 -2887 
3005 9685 7021 
-7433 8457 5119 
-4957 -2964 -4291 
2039 850 -6792 
-8410 8382 -7574 
-2704 -934 7091 
6195 -6730 -3186 
-6308 3805 9854 
4953 1899 9766 
-512 805 -4056 
4157 -5418 -6757 
-6859 2580 164 
-2262 -7041 -4265 
5977 -7219 -287 
-5348 8725 -2289 
-9438 -9871 -7695 
-4625 357 -1396 
3050 -2597 6071 
1934 -202 7294 
-1914 -9138 7053 
9370 9058 -5733 
-5028 5185 8727 
-6988 8172 -1075 
-5743 -1059 4429 
-2177 1297 -3376 
5431 -5363 7448 
819 -4082 1967 
1616 -2367 9483 
6983 1061 -4828 
5462 -4048 1646 
-8532 -5272 2488 
2302 -4800 7474 
4287 5818 -9361 
6839 6977 -6914 
-1183 3461 2256 
-2324 2878 5290 
-3210 7832 -2199 
-7301 1510 -1337 
-650 134 7160 
-5130 -5611 -3027 
6676 7218 2152 
-3804 -2987 -9451 
-6828 957 -5161 
-289 5291 7467 
-4636 4818 -7327 
3448 -8646 9611 
4334 -5446 528 
-4147 -7876 8848 
3423 -1955 7240 
3341 9279 -1539 
-8798 7510 3723 
-1809 9086 8409 
1011 7296 -705 
1036 -6541 6075 
2703 -6342 8411 
6218 -9511 6739 
-6008 2576 867 
-6684 -9747 -5096 
-3583 4017 6145 
-3403 5313 6570 
-813 9320 -5788 
-2993 -4492 9795 
-3107 -4053 5876 
2973 1083 -3368 
-9242 -4109 -3765 
-7076 7693 9166 
-2388 -2503 3265 
2014 -2581 -4780 
-906 5828 -4315 
-4453 -2406 4071 
1487 712 6991 
-5235 -3988 8776 
1797 2189 -8257 
6520 8281 -4898 
2459 -6530 8380 
6139 1491 4735 
-5582 4707 -1323 
-7192 5347 -3230 
6634 2395 383 
9334 -7125 -1483 
-9098 5055 8476 
-5389 4191 6799 
738 9614 -1213 
819 -1604 -9744 
3075 -5199 -7183 
4651 9591 2452 
-226 9399 5607 
5271 -3592 8128 
9686 8978 7872 
8123 7114 -4044 
-8313 4897 -6867 
-1556 -3317 1061 
-4452 6142 6928 
7873 6464 -5879 
-7739 1948 -872 
-6582 -2286 1906 
5592 -9463 8544 
8029 -7909 -3946 
-6628 -8630 1171 
-883 -7961 8149 
-9549 -2051 -2222 
-1132 6965 7574 
-6095 -8835 971 
4940 5467 -1868 
-580 157 7228 
-4548 8716 -5389 
5937 779 -574 
4625 -5003 -8965 
4464 -4565 -9776 
2838 -5721 -7527 
-8646 5799 -5345 
9798 2210 -9392 
6570 -9448 6146 
4640 -7850 1101 
-2246 8674 864 
4772 -6927 1315 
-1907 -5457 -3194 
5395 -4505 9062 
9179 2673 -3967 
-7715 -2510 -9690 
4883 8237 4248 
7446 3547 -8949 
-1557 -8314 3837 
7817 -7131 -5586 
1637 7711 -8805 
-6792 2696 -6000 
-4742 -7911 1267 
4625 -4495 4514 
-3663 710 616 
6727 4187 8076 
8763 1420 8154 
-4273 -3803 -1268 
-7382 -6200 -7302 
-9988 -229 -7822 
-5740 -3932 6292 
-6607 -4297 -8881 
-1399 -2511 8812 
1649 2108 -3043 
5880 8407 31 
633 5214 4959 
-4635 -4597 -577 
7794 -7998 -7146 
3883 -1548 2677 
4454 -689 -4719 
-2436 6456 -5659 
-6645 5529 3736 
-4812 3965 -266 
-5580 -2520 -5147 
7426 9427 2612 
-5509 9648 -4880 
6119 -2722 6668 
-3495 4367 5666 
-8891 9673 -1915 
4834 7890 95 
-7242 5269 -4392 
8869 -9274 2669 
-3941 1935 -7721 
-3583 -1086 5901 
4333 26 -1665 
-5422 7280 9087 
7914 -7694 5389 
-9979 -3674 9239 
3553 -85 -9500 
4667 -3693 -9192 
6589 9029 -5741 
6665 6329 9775 
-1821 -2797 -6566 
1716 961 -7137 
3979 -3790 2375 
7056 8690 9095 
1216 -5906 2135 
-1333 9385 -4190 
-7066 -6634 8979 
-769 -464 2507 
8957 9651 -6910 
-6525 -1972 -1345 
-7130 9700 9112 
-3036 9422 5416 
3612 8864 3960 
9992 365 -8856 
214 9 8099 
525 -3810 -3624 
157 4518 -499 
7323 -1697 317 
-6012 -4410 -6841 
9080 -3066 1023 
5559 2577 356 
2002 3629 -801 
1030 -8918 3876 
-7932 5335 -4997 
-3764 -4006 -7745 
9030 8742 -4656 
-5360 8398 -6752 
7961 -146 5181 
-8631 -3871 7209 
-4020 -6095 2327 
-3718 -9514 -4088 
-8490 -8871 8600 
-3977 6214 -1353 
7730 -1945 -1324 
-531 8489 -9437 
-7629 9932 -2699 
6599 9229 6509 
1030 1158 7241 
9963 -8266 -1654 
7065 915 -6075 
4775 4078 8338 
2875 1685 -1742 
-6371 -5120 8518 
6255 8810 -9872 
-2518 -8762 1103 
2713 5005 4830 
5246 -3567 -6926 
-394 7311 -6473 
3792 2699 -9864 
4908 7983 4177 
5322 -6072 5240 
6489 2936 -6251 
4101 -3614 1435 
1702 730 -1051 
8444 -3384 5314 
-7957 7509 -8570 
-2921 -5757 1011 
-6316 2604 8732 
7705 -517 7735 
-7672 4337 -3042 
-8261 -6774 -8765 
7956 -2221 -9633 
9910 2274 4967 
6300 7565 -8836 
5908 -8722 -8209 
-3927 5411 1479 
1304 -3587 -934 
-8164 8245 7172 
-4681 -6525 -8974 
8162 -8738 -2509 
8673 -9607 9255 
9522 6015 -3417 
5883 3527 -8425 
6913 5523 -5592 
4682 8538 -6006 
4246 3648 5556 
8320 -8417 -301 
-8387 -1128 -1234 
410 8917 9 
-5479 -9093 5237 
-1834 -9956 -3142 
7760 -1212 -3122 
1316 -1785 9731 
-1649 -7908 3096 
-7084 6652 -6807 
4273 -1081 -4439 
8218 -5679 -6536 
6373 -7782 3658 
2351 -6487 -5336 
-5535 -9009 2838 
-6299 9261 2204 
-2676 -3840 -5539 
8650 -9043 -6836 
-2878 -5436 8540 
9147 -7596 -1274 
6910 7751 3175 
1030 -8617 -7654 
-7615 -5085 -3489 
2630 766 1769 
6716 7708 7834 
1976 3826 4271 
1376 -6016 6684 
-3510 -7852 1426 
-831 1093 -7329 
9556 -3534 -5240 
-1440 8026 5662 
7622 7026 -9387 
7628 6289 -7833 
-8017 2606 -6695 
-7927 -553 5559 
4775 -4244 -4830 
8768 -8378 1469 
738 -7750 7466 
2212 -3693 1419 
-5001 -4126 6250 
-2281 1768 6582 
-3286 -1577 3562 
-2009 -9735 -6052 
-6534 -8903 -6739 
-7699 4361 -6195 
5156 8459 -2880 
6729 -3547 7605 
4413 -6983 -317 
-3343 -6317 1016 
629 9250 9326 
4366 -8179 -1027 
8361 -5702 -476 
-4501 -5027 4379 
-4073 -7638 5043 
5181 -7527 8943 
2043 6960 3545 
-8864 1942 -5475 
-3455 3972 9264 
6509 -837 8333 
-2330 -9585 8105 
1047 644 -1714 
-1316 9852 -4376 
-3692 -735 -2785 
-6481 8879 -7069 
-6762 -5849 -3521 
-2393 5863 3264 
-5812 -9980 6534 
-8577 -2078 -2860 
-4146 5706 7864 
-4076 -6207 632 
-8126 3336 1771 
3023 2513 9083 
-7710 -5325 -4304 
4061 -331 1535 
-6621 9310 8206 
-8947 -3851 -1451 
-2620 -6455 5899 
2250 2644 -3802 
-7664 3638 1863 
-2991 3336 7819 
2453 -3400 7175 
-1842 7054 -4572 
6299 1202 -2928 
5977 -7767 1385 
5063 4086 -3352 
-1262 -1041 -5745 
-1244 1147 -6389 
-3107 -2812 3867 
1078 1016 3808 
-3923 816 -366 
9173 -3855 3738 
8698 6739 4433 
7477 2601 -5697 
-5119 -8474 9487 
-304 -3129 -9152 
409 3801 6562 
-204 -8787 4698 
-122 -9266 -8428 
1768 -9920 -9450 
-2710 -528 -6408 
-1573 -3374 -7611 
-8980 7046 487 
3284 -229 5090 
-5994 1388 9850 
-8261 5645 -9515 
8472 955 -462 
5594 -8592 -1095 
-9964 -7585 -9246 
2690 792 6268 
5800 5115 511 
-9505 4263 -7729 
4598 -8077 -443 
-3524 1523 5539 
6798 -7314 -2273 
6712 6277 -1770 
477 6150 1877 
4458 -3841 4601 
9614 6826 2939 
8013 -1112 -6604 
-5486 3688 8048 
6470 4846 5605 
156 4811 334 
5328 6991 -9238 
5499 -8175 9293 
3946 -3303 3166 
7319 -5252 -2699 
5338 4224 -7571 
6665 -8741 7951 
5986 -6384 -7581 
-5428 6643 3118 
9501 9173 -3625 
-1098 -9138 -1780 
3703 -6051 -7460 
-4539 -9278 -9135 
-8102 3913 5812 
427 -2905 9251 
2368 -4317 2799 
-1202 661 -2828 
-989 128 6945 
844 3097 3686 
-6361 -4210 593 
-4856 8964 7466 
7827 8112 -4485 
-6665 -8134 -4625 
7717 3456 3142 
-2512 -6395 5820 
-9641 5559 3421 
380 -5106 7558 
6265 -8594 3171 
-4779 8653 -8959 
267 3735 6362 
-5135 1020 -2490 
-7470 5485 -5179 
8901 -5539 -572 
-8747 3143 5915 
9917 -1659 -2972 
1976 -4387 -9965 
5494 -8530 8195 
-1265 2962 -9200 
-4035 -1720 -6434 
2158 1939 -3673 
-5622 -9286 -9303 
25 4352 1215 
6108 6627 -3006 
433 7626 -3940 
7933 6395 -3258 
5240 1700 7960 
-6257 -532 -2649 
9858 1999 -5898 
545 4024 -8741 
-3154 -6036 5677 
702 6089 8197 
6946 -8714 -9760 
4900 -3736 4544 
6544 -4958 -9444 
3690 -9075 -8017 
789 2185 5074 
7947 -4795 -5860 
9604 9933 -8103 
4524 4204 9187 
-2920 2470 -306 
8857 8195 -6496 
6411 -1686 3732 
-6510 -3792 -2669 
-4611 9425 -8272 
5585 7876 1152 
3389 9630 190 
-4641 -4581 -3504 
-125 -2886 -2066 
8369 7619 7405 
4054 -8550 8171 
7984 1736 9171 
-4914 -8489 -8596 
7266 -5293 3888 
5119 -2722 4339 
5692 -3625 -3163 
4125 -9151 -1784 
-209 -3694 8209 
8312 2415 -4196 
4001 -1231 -5017 
9962 -2765 4409 
-6066 6669 -4358 
5535 2376 -5605 
-1122 -293 -2579 
813 2688 7993 
-3278 -3969 7514 
-6813 -8193 750 
2374 1117 9726 
-1356 -3577 1079 
-4543 3967 4842 
5425 -4488 5628 
-4212 -890 -3422 
8134 1746 -4968 
9677 8251 8131 
3789 -1710 5414 
-9460 959 9597 
-4178 -3918 9382 
3586 857 8434 
-5849 -9474 2839 
-6477 -7629 3404 
8353 -4614 8129 
-5617 -3090 -7236 
-5431 -6982 1592 
-1237 -6458 7056 
2530 -3877 -9541 
-1792 -1159 8604 
-9027 6676 -2199 
-2429 -2284 -601 
6332 -3171 7868 
-2504 8779 -6971 
5998 -7777 -986 
-5718 -4894 -9550 
-5584 -1497 7989 
-6768 -6822 9184 
2633 2844 5904 
-6969 -4576 2899 
-1170 -6718 -8051 
2057 5776 6810 
4310 -6657 -9518 
3602 -6314 5741 
2098 3574 1531 
-2310 -487 470 
6852 3163 -8994 
5380 -4243 460 
-2273 -6756 -3401 
9168 -9328 -3977 
9010 1489 5201 
-2512 9087 -2662 
-2408 6720 -2536 
9889 470 -2352 
7598 3278 1806 
6639 8065 -7948 
-7153 -9597 -3077 
7419 5066 2831 
6452 1008 -9591 
5515 -8139 8554 
1632 3097 -9863 
8169 -594 -3417 
-6808 6248 -7840 
-4392 -8322 -8238 
-3015 4955 -8185 
-5197 -8464 -2622 
3580 -4819 -296 
-2304 -7726 -1648 
4803 80 -3461 
-8281 6989 -2099 
-2093 -5515 124 
8841 6397 -5617 
-7036 443 3233 
609 9997 -8373 
3371 8553 -2743 
-9235 459 -2059 
-6787 -4581 -8027 
-8785 2525 -4127 
8455 1026 7753 
851 -5877 -9291 
19 -9790 -7110 
8127 -2049 -248 
5854 -1509 4886 
-5480 -9356 1775 
-2221 -4987 1001 
-3953 -1001 -2579 
-3049 -5347 4193 
2993 9350 -2967 
-2140 -1612 -5979 
2510 -4951 -6269 
-885 -2656 -2782 
-4839 578 5501 
-8279 -4547 -580 
472 -2796 7109 
6462 -9252 -924 
9515 8989 -6434 
3392 2963 -6416 
-3136 4516 8776 
6625 -845 -2409 
1757 -703 -9048 
9740 -2814 619 
-9145 5870 9864 
-8068 9421 -1748 
-5558 6998 3625 
6832 -4069 -1062 
2767 321 -1186 
-641 -134 87 
-5082 -989 -8355 
581 8937 2202 
-7059 -1264 -7339 
4632 -6704 -9637 
-6610 8121 -5138 
-3637 9218 -9522 
-5915 -9490 3794 
8954 -8556 2197 
-3091 4529 -3649 
9278 7701 -1637 
2750 -9824 3759 
-8209 -207 -4926 
7808 -5661 -860 
-9672 1932 2864 
-1781 8765 -8278 
-4195 -7098 1792 
9270 -8746 -5661 
-3517 745 7402 
-8685 4753 238 
-9835 7796 6752 
-4419 9742 2111 
-7733 7476 3126 
430 -1715 -1112 
-7191 8289 1759 
2611 -3345 4171 
-224 -4172 6446 
-6565 -6354 510 
-4776 7913 -6076 
5127 -5213 -4632 
-9511 5868 -2170 
8287 2586 4989 
-36 -896 3175 
-5516 9836 2116 
-6579 964 2787 
1049 -9999 7745 
7114 -1380 -4565 
-6295 1798 3307 
6124 9403 5335 
-314 -9381 -7048 
8999 1610 -7684 
-5689 -2577 6092 
-6060 -6644 -9219 
7069 -7510 -5726 
9556 -3632 -2776 
-3630 5209 3326 
5359 -3493 487 
-2378 6275 4080 
-9835 -2672 -3364 
-3786 -3037 2682 
-9379 -4450 -3870 
-859 -9287 5681 
-1424 -9550 -6546 
-6185 3115 -3862 
9996 7634 -666 
-5324 2832 6405 
-8524 -8891 8209 
-9296 1644 -1908 
-1623 8358 7961 
7100 4143 5035 
8741 224 -45 
-8214 -7893 3847 
-1562 -2507 -6977 
6826 7076 -9098 
-5061 -5494 -7490 
-8414 -9238 -118 
7494 -3662 4661 
-9863 -4006 -2412 
